"content","cmp_code","eu_code"
"UNIÃO DO POVO – MUDA BRASIL Diretrizes do Programa de Governo","H",NA
"Só a união do povo e uma nova maioria podem formar um governo capaz de tirar o país da crise e prepará-lo para o século XXI.","601.1",NA
"A UNIÃO FEZ A FORÇA","305.1",NA
"Pela primeira vez em nossa história as esquerdas se uniram para disputar a presidência da República.","305.1",NA
"A União do Povo - Muda Brasil é uma efetiva opção de poder.","305.1",NA
"Seu Programa aponta para uma mudança profunda da economia, da sociedade e da política brasileiras em proveito das grandes maiorias, em especial dos trabalhadores.","305.1",NA
"A união das esquerdas se amplia conquistando importantes setores comprometidos com o progresso, a soberania nacional, a democracia e a ética na política.","305.1",NA
"Ela expressa o sentimento de todos aqueles que condenam o atual estado de coisas e que querem superar os problemas que afligem nosso país há séculos, sumamente agravados pelo governo FHC.","305.1",NA
"Os brasileiros dão-se conta de que o mundo está mudando.","601.1",NA
"Soluções conservadoras copiadas por nossas elites são repudiadas por eleitores de muitos países que nas urnas derrotam governos insensíveis aos grandes problemas sociais.","202.1",NA
"Chegou a vez de os brasileiros fazerem escutar sua voz e afirmar uma proposta alternativa.","601.1",NA
"Essa proposta é representada pela União do Povo -Muda Brasil, integrada pelos partidos populares e por todas as forças comprometidas em reconstruir a Nação.","601.1",NA
"A vitória das oposições, no entanto, depende da capacidade de mobilização de milhões de homens e mulheres.","601.1",NA
"E preciso ganhar as eleições para mudar o país.","202.1",NA
"Mas é preciso mobilizar o povo para ganhar as eleições.","202.1",NA
"A união é nossa força.","601.1",NA
"A HERANÇA DE FHC O POVO ESTÁ INQUIETO, INTRANQÜILO E INSEGURO","H",NA
"Os jovens não encontram trabalho,","701",NA
"os desempregados não retornam ao mercado formal e","701",NA
"a maioria dos brasileiros teme por seus empregos.","701",NA
"Salários, aposentadorias e pensões são congelados ou reduzidos.","701",NA
"O sistema de saúde está em crise, enquanto crescem as endemias.","504",NA
"O povo não pode enviar seus filhos para escolas de qualidade.","504",NA
"Grande parte da juventude é obrigada a pagar seus estudos.","504",NA
"Aumenta a violência nas ruas com a crise social.","503",NA
"Micro, pequenas e médias empresas fecham suas portas.","410",NA
"Nossos irmãos nordestinos sofrem as conseqüências de uma seca anunciada, sem que o governo tenha adotado qualquer providência,","703.1",NA
"a não ser reunir secretários de segurança para reprimir saques, transformando um grave problema social em ""questão de polícia"".","605.2",NA
"Antes, parte da Amazônia ardeu em chamas diante do olhar indiferente do governo.","501",NA
"O PAÍS SOFRE COM A ARROGÂNCIA, O AUTORITARISMO E A IRRESPONSABILIDADE DE FHC","H",NA
"Um presidente arrogante - que não hesita em chamar milhões de brasileiros de ""vagabundos"" - dirige um governo sem preocupações sociais, mais ocupado com sua imagem internacional do que com o sofrimento do povo.","503",NA
"O governo ofendeu o Congresso Nacional, com sucessivas compras de votos.","304",NA
"Denúncias de corrupção têm sua investigação bloqueada pela maioria governista.","304",NA
"FHC abusa das Medidas Provisórias, superando o regime militar no uso dos Decretos-lei.","202.1",NA
"Agora, insufla campanha de terror econômico, transformando o ""caos"" por ele próprio provocado em responsabilidade das oposições.","305.1",NA
"Busca com isso, e com uma campanha milionária de TV, impedir o voto nos candidatos populares.","201.1",NA
"Os servidores públicos foram humilhados e submetidos a um arrocho salarial de mais de três anos.","701",NA
"As privatizações torraram o patrimônio do povo brasileiro e para efetivá-las o governo não hesita em usar recursos públicos,","413",NA
"que deveriam ser destinados para o aumento da produção e a geração de empregos.","410",NA
"A política econômica do governo FHC está baseada na valorização artificial da moeda, na abertura irresponsável da economia, na manutenção de altos juros e nas privatizações.","409",NA
"A estabilização obtida assentou-se sobre pés-de-barro.","409",NA
"A NAÇÃO VIVE CRESCENTE DEPENDÊNCIA EXTERNA, INSTABILIDADE E CRISE","H",NA
"Comprometeu a estabilidade social do país.","305.1",NA
"Ficamos cada vez mais dependentes e ameaçados pelos especuladores internacionais.","109",NA
"Vivemos sobressaltados com os movimentos das bolsas de valores pelo mundo afora e com a instabilidade financeira.","103.2",NA
"O governo federal desestruturou e desnacionalizou nossa indústria e nossa agricultura, provocando desemprego e exclusão social.","413",NA
"As elites rejeitam um projeto nacional de desenvolvimento e se recusam a adotar políticas agrícola, industrial e de ciência e tecnologia.","404",NA
"Com isso, o Estado perde instrumentos estratégicos de defesa dos interesses nacionais.","404",NA
"O governo das forças populares reverterá essa situação, levando em conta a evolução do quadro internacional e a herança do governo FHC.","404",NA
"A estabilidade da moeda -por todos desejada -pode ser conseguida sem desemprego e insegurança social.","701",NA
"Graves distorções ameaçam o país:","409",NA
"a dívida externa atingirá em 1998 US$ 220 bilhões;","409",NA
"a dívida interna mobiliária ultrapassará os US$300 bilhões, o que equivale a quase metade da riqueza criada pelo país neste ano;","409",NA
"o Governo gastou R$ 46 bilhões apenas com o pagamento de juros da dívida, em 1997.","409",NA
"O investimento e os gastos sociais são sacrificados em benefício dos especuladores;","504",NA
"o crescimento da economia tem sido medíocre e este ano ficará abaixo dos 2%;","410",NA
"a balança comercial, que apresentava em 1994 um superávit de US$10,4 bilhões, teve em 1997 um déficit de US$ 8,4 bilhões, o que explica em parte o saldo negativo.de US$ 33,4 bilhões de nossas contas externas no mesmo ano;","410",NA
"falências ou concordatas fecharam milhares de empresas, especialmente micro, pequenas e médias;","403",NA
"liquidaram-se culturas tradicionais como as do cacau e do algodão.","703.1",NA
"Caiu o cultivo de feijão, arroz e trigo, produtos da cesta básica.","703.1",NA
"O país importa até arroz, feijão e...côco.","703.1",NA
"Como conseqüência dessa política cresceu o desemprego e aumentou a precariedade das relações de trabalho.","701",NA
"Na região metropolitana de São Paulo o desemprego alcança 19% da força de trabalho.","701",NA
"Pára cada trabalhador com carteira assinada há mais de um sem carteira e sem proteção social.","701",NA
"Essa política foi e é aplicada por tecnocratas arrogantes e autoritários, muitos deles sobreviventes do regime militar ou da aventura collorida.","305.5",NA
"O novo governo construirá o novo Brasil.","305.1",NA
"PROMOVER O DESENVOLVIMENTO COM ESTABILIDADE E DISTRIBUIÇÃO DE RENDA","409",NA
"O Brasil pode e deve ter um caminho próprio.","109",NA
"Novas prioridades substituirão as atuais.","408",NA
"A dimensão humana e social e","409",NA
"a defesa do meio ambiente são inseparáveis de um verdadeiro desenvolvimento.","416.2",NA
"Um novo projeto de desenvolvimento:","410",NA
"fortalecerá a autonomia nacional,","406",NA
"tendo por objetivo a defesa da produção e","406",NA
"do emprego;","701",NA
"fará da educação dos brasileiros prioridade nacional;","506",NA
"assegurará aos cidadãos uma saúde digna;","504",NA
"defenderá e renovará a produção industrial e agrícola;","406",NA
"apoiará a criação e o desenvolvimento de micros e pequenas empresas;","402",NA
"ampliará a competitividade e","403",NA
"incrementará a pesquisa científica e tecnológica;","411",NA
"estimulará as exportações, sobretudo de produtos industrializados,","402",NA
"e restringirá as importações predatórias;","406",NA
"redefinirá o sistema financeiro, garantindo crédito com juros acessíveis;","402",NA
"dirigirá a política de crédito das agências públicas de financiamento – notadamente BNDES, BNB, BB e CEF - para c fortalecimento da economia e o desenvolvimento social;","402",NA
"promoverá formação de Bancos do Povo.","503",NA
"desenvolverá programas de habitação popular, saneamento e","504",NA
"transporte urbano;","411",NA
"reformará os sistemas tributário e previdenciário;","406",NA
"favorecerá negociações transparentes com trabalhadores e;","405",NA
"aumentará a participação dos salários na renda nacional por meio da elevação dos salários mais baixos.","701",NA
"O novo governo conduzirá com mão segura a transição pari uma nova organização da economia,","305.1",NA
"na qual a estabilidade & moeda será realizada com crescimento e","410",NA
"distribuição de renda.","503",NA
"ENFRENTAR COM URGÊNCIA A CRISE SOCIAL","H",NA
"O novo governo enfrentará com urgência a crise social, sinalizando claramente para o país e o mundo quais serão as novas prioridades:","305.1",NA
"-concentrará os recursos necessários para o enfrentamento imediato de quatro problemas emergenciais:","305.1",NA
"combate ao desemprego;","701",NA
"recuperação dos salários mais baixos;","701",NA
"adoção de programas de renda mínima;","504",NA
"enfrentamento do grave problema da fome e","504",NA
"combate à violência urbana..","605.1",NA
"começará efetiva reforma agrária;","703.1",NA
"adotará medidas urgentes de política agrícola que permitam no curto prazo um","703.1",NA
"crescimento da oferta de alimentos essenciais para a cesta básica.","703.1",NA
"MUDAR O DIA-A-DIA DOS BRASILEIROS","H",NA
"As mudanças que queremos e faremos vão melhorar o dia-a-dia dos homens e mulheres deste país.","703.1",NA
"Para milhões de brasileiros os grandes temas macroeconômicos são abstrações que escondem justificativas de políticos e tecnocratas para manter a desigualdade e a opressão.","503",NA
"O cotidiano dos brasileiros é marcado pelo desemprego e os baixos salários,","701",NA
"a falta de escolas,","506",NA
"as filas dos hospitais,","504",NA
"as habitações precárias,","504",NA
"o transporte demorado, caro, sem segurança e conforto.","504",NA
