"content","cmp_code","eu_code"
"POLÍTICA PATRIÓTICA DE ESQUERDA","H",NA
"SOLUÇÕES PARA UM PORTUGAL COM FUTURO","H",NA
"A inadiável ruptura com a política de direita e uma mudança na vida nacional","601.1",NA
"que abra caminho à construção de uma política alternativa, patriótica e de esquerda, constituem um imperativo nacional","601.1",NA
", uma condição para assegurar um Portugal com futuro, de justiça social e progresso.","503",NA
"Uma política que seja capaz de libertar Portugal da dependência e da submissão, recuperar para o país o que é do país, devolver aos trabalhadores e ao povo os seus direitos, salários e rendimentos.","103.2",NA
"O PCP tem soluções para o país.","305.1",NA
"O PCP é a força de ruptura e da construção de um Portugal com futuro.","305.1",NA
"O PCP pelo seu projecto, acção e coerência está em condições de assegurar as mais altas responsabilidades de governo.","305.1",NA
"O PCP é a força da alternativa, construída num Programa claro de ruptura com a política de direita e alicerçada num percurso marcado por um firme e coerente combate a essa política.","305.1",NA
"Um Programa de ruptura com 39 anos de política de direita que conduziu o país ao desastre, que o amarrou a dependências, cavou vulnerabilidades e aprofundou estrangulamentos e défices estruturais.","305.1",NA
"Um Programa patriótico, com a afirmação de um desenvolvimento soberano","601.1",NA
", a recuperação de instrumentos de soberania económica, financeira e monetária, a defesa intransigente dos interesses nacionais no quadro da integração capitalista da União Europeia.","103.2",NA
"Um Programa de esquerda porque inscreve na política alternativa ao país a valorização do trabalho e dos trabalhadores,","701",NA
"a concretização dos direitos sociais e das funções sociais do Estado, uma distribuição do rendimento mais justa a favor do trabalho","503",NA
"e o controlo pelo Estado dos sectores estratégicos nacionais.","413",NA
"Um programa que é ao mesmo tempo compromisso, condição de ruptura e de construção de uma nova política e de um outro rumo para o país, e resposta à emergência que hoje o país reclama.","601.1",NA
"Um Programa Patriótico e de Esquerda realizável com a mobilização dos recursos nacionais, com a força, a vontade e a determinação de um povo que não abdica de construir um futuro assente na dignidade e soberania nacionais.","601.1",NA
"1ª PARTE","H",NA
"Romper com o declínio nacional – soluções para o País","H",NA
"Uma política patriótica e de esquerda","H",NA
"I. PCP uma força indispensável","H",NA
"1.  Há muito que o País vive uma grave crise económica e social que urge vencer.","410",NA
"Uma crise estrutural que, sendo anterior, se manifesta com particular agudeza desde o princípio do presente século, coincidindo com a entrada em circulação da moeda única e que se ampliou com o agravamento da crise do sistema capitalista internacional, transmudada em crise de dívidas soberanas.","110",NA
"Crise que se expressa numa prolongada situação de estagnação e retrocesso económico que dura há década e meia, e se traduz numa significativa contracção do PIB,","410",NA
"numa dramática situação social em contínua degradação com o avolumar de altas taxas de desemprego,","504",NA
"emigração forçada,","701",NA
"precariedade,","701",NA
"alargamento e intensificação da pobreza,","503",NA
